	OASPL Time History(Microphone)	
X [s]	dB [Ref 2.00e-05 Pa]
1.790000e+02	6.892160e+01
1.800000e+02	6.867915e+01
1.810000e+02	6.883806e+01
1.820000e+02	6.887507e+01
1.830000e+02	6.915688e+01
1.840000e+02	6.881815e+01
1.850000e+02	6.866484e+01
1.860000e+02	6.883459e+01
1.870000e+02	6.847297e+01
1.880000e+02	6.852345e+01
1.890000e+02	6.848116e+01
1.900000e+02	6.851595e+01
1.910000e+02	6.817820e+01
1.920000e+02	6.944914e+01
1.930000e+02	6.903826e+01
1.940000e+02	6.880238e+01
1.950000e+02	6.856186e+01
1.960000e+02	6.851747e+01
1.970000e+02	6.841479e+01
1.980000e+02	6.861930e+01
1.990000e+02	6.886562e+01
2.000000e+02	6.836813e+01
2.010000e+02	6.805454e+01
2.020000e+02	6.752627e+01
2.030000e+02	6.747607e+01
2.040000e+02	6.695746e+01
2.050000e+02	6.644044e+01
2.060000e+02	6.602777e+01
2.070000e+02	6.595390e+01
2.080000e+02	6.617620e+01
2.090000e+02	6.662356e+01
2.100000e+02	6.633117e+01
2.110000e+02	6.583360e+01
2.120000e+02	6.483724e+01
2.130000e+02	6.346838e+01
2.140000e+02	6.240823e+01
2.150000e+02	6.154623e+01
2.160000e+02	6.024926e+01
2.170000e+02	5.909772e+01
2.180000e+02	5.789899e+01
2.190000e+02	5.702549e+01
2.200000e+02	5.616851e+01
2.210000e+02	5.445527e+01
2.220000e+02	5.420883e+01
2.230000e+02	5.532217e+01
2.240000e+02	5.955653e+01
2.250000e+02	6.105573e+01
2.260000e+02	6.017525e+01
2.270000e+02	6.170171e+01
2.280000e+02	6.301413e+01
2.290000e+02	6.396591e+01
2.300000e+02	6.468356e+01
2.310000e+02	6.533562e+01
2.320000e+02	6.550197e+01
2.330000e+02	6.612902e+01
2.340000e+02	6.436765e+01
2.350000e+02	6.318154e+01
2.360000e+02	6.388897e+01
2.370000e+02	6.592612e+01
2.380000e+02	6.682101e+01
2.390000e+02	6.767124e+01
2.400000e+02	6.715373e+01
2.410000e+02	6.594476e+01
2.420000e+02	6.569176e+01
2.430000e+02	6.632614e+01
2.440000e+02	6.628387e+01
2.450000e+02	6.602190e+01
2.460000e+02	6.693458e+01
2.470000e+02	6.584517e+01
2.480000e+02	6.442166e+01
2.490000e+02	6.592496e+01
2.500000e+02	6.496136e+01
2.510000e+02	6.481511e+01
2.520000e+02	6.328878e+01
2.530000e+02	6.222017e+01
2.540000e+02	6.206919e+01
2.550000e+02	6.232196e+01
2.560000e+02	6.321149e+01
2.570000e+02	6.282123e+01
2.580000e+02	6.248292e+01
2.590000e+02	6.367625e+01
2.600000e+02	6.305815e+01
2.610000e+02	6.225900e+01
2.620000e+02	6.264444e+01
2.630000e+02	6.248901e+01
2.640000e+02	6.292210e+01
2.650000e+02	6.336417e+01
2.660000e+02	6.262597e+01
2.670000e+02	6.218421e+01
2.680000e+02	6.149499e+01
2.690000e+02	6.167310e+01
2.700000e+02	6.099400e+01
2.710000e+02	6.023284e+01
2.720000e+02	5.933344e+01
2.730000e+02	5.835839e+01
2.740000e+02	5.784509e+01
2.750000e+02	5.831889e+01
2.760000e+02	5.652371e+01
2.770000e+02	5.459910e+01
2.780000e+02	5.258207e+01
2.790000e+02	5.028623e+01
2.800000e+02	5.525102e+01
2.810000e+02	5.693781e+01
2.820000e+02	6.003600e+01
2.830000e+02	6.041340e+01
2.840000e+02	5.993467e+01
2.850000e+02	6.099482e+01
2.860000e+02	6.393596e+01
2.870000e+02	6.412971e+01
2.880000e+02	6.341516e+01
2.890000e+02	6.481200e+01
2.900000e+02	6.578892e+01
2.910000e+02	6.610899e+01
2.920000e+02	6.563895e+01
2.930000e+02	6.410432e+01
2.940000e+02	6.411766e+01
2.950000e+02	6.461702e+01
2.960000e+02	6.577278e+01
2.970000e+02	6.601772e+01
2.980000e+02	6.514591e+01
2.990000e+02	6.436909e+01
3.000000e+02	6.459894e+01
3.010000e+02	6.498201e+01
3.020000e+02	6.466415e+01
3.030000e+02	6.415546e+01
3.040000e+02	6.320142e+01
3.050000e+02	6.257960e+01
3.060000e+02	6.201913e+01
3.070000e+02	6.159866e+01
3.080000e+02	6.142224e+01
3.090000e+02	6.189298e+01
3.100000e+02	6.116470e+01
3.110000e+02	6.356057e+01
3.120000e+02	6.269267e+01
3.130000e+02	6.114513e+01
3.140000e+02	5.973500e+01
3.150000e+02	5.761438e+01
3.160000e+02	5.852782e+01
3.170000e+02	5.573407e+01
3.180000e+02	5.306662e+01
3.190000e+02	5.298789e+01
3.200000e+02	5.811451e+01
3.210000e+02	5.907603e+01
3.220000e+02	6.087241e+01
3.230000e+02	6.262396e+01
3.240000e+02	6.121346e+01
3.250000e+02	6.395284e+01
3.260000e+02	6.495734e+01
3.270000e+02	6.296942e+01
3.280000e+02	6.337374e+01
3.290000e+02	6.503973e+01
3.300000e+02	6.522089e+01
3.310000e+02	6.376838e+01
3.320000e+02	6.304611e+01
3.330000e+02	6.357163e+01
3.340000e+02	6.537299e+01
3.350000e+02	6.616089e+01
3.360000e+02	6.525813e+01
3.370000e+02	6.484061e+01
3.380000e+02	6.508329e+01
3.390000e+02	6.651788e+01
3.400000e+02	6.737085e+01
3.410000e+02	6.720948e+01
3.420000e+02	6.854120e+01
3.430000e+02	6.885440e+01
3.440000e+02	6.897604e+01
3.450000e+02	6.792518e+01
3.460000e+02	6.668417e+01
3.470000e+02	6.580360e+01
3.480000e+02	6.511732e+01
3.490000e+02	6.482561e+01
3.500000e+02	6.472078e+01
3.510000e+02	6.419466e+01
3.520000e+02	6.343117e+01
3.530000e+02	6.282452e+01
3.540000e+02	6.243015e+01
3.550000e+02	6.114801e+01
3.560000e+02	6.037209e+01
3.570000e+02	5.937890e+01
3.580000e+02	5.910951e+01
3.590000e+02	5.798965e+01
3.600000e+02	5.624092e+01
3.610000e+02	5.498708e+01
3.620000e+02	5.433742e+01
3.630000e+02	5.412734e+01
3.640000e+02	5.792953e+01
3.650000e+02	6.226982e+01
3.660000e+02	6.354270e+01
3.670000e+02	6.333920e+01
3.680000e+02	6.311651e+01
3.690000e+02	6.324608e+01
3.700000e+02	6.289943e+01
3.710000e+02	6.175096e+01
3.720000e+02	6.060412e+01
3.730000e+02	5.863025e+01
3.740000e+02	5.805699e+01
3.750000e+02	5.874621e+01
3.760000e+02	5.860287e+01
3.770000e+02	5.866901e+01
3.780000e+02	5.876559e+01
3.790000e+02	5.866183e+01
3.800000e+02	5.855458e+01
3.810000e+02	5.805125e+01
3.820000e+02	5.756004e+01
3.830000e+02	5.680846e+01
3.840000e+02	5.568395e+01
3.850000e+02	5.495661e+01
3.860000e+02	5.382161e+01
3.870000e+02	5.243822e+01
3.880000e+02	5.104064e+01
3.890000e+02	5.211380e+01
3.900000e+02	5.239299e+01
3.910000e+02	5.307896e+01
3.920000e+02	5.308812e+01
3.930000e+02	5.761049e+01
3.940000e+02	5.838063e+01
3.950000e+02	6.007891e+01
3.960000e+02	6.089767e+01
3.970000e+02	6.198687e+01
3.980000e+02	6.136336e+01
3.990000e+02	5.822617e+01
4.000000e+02	5.542807e+01
4.010000e+02	5.364744e+01
4.020000e+02	5.189169e+01
4.030000e+02	4.952469e+01
4.040000e+02	4.691334e+01
4.050000e+02	4.445052e+01
